adventures_fugitive,Fugitive,Fugitif,,,
adventures_disciple,Disciple,Disciple,,,,
adventures_teacher,Teacher,Maître,,,
card,en,fr,de,nl,es
alchemy_alchemist,Alchemist,Alchimiste,Alchemist,Alchemist,Alquimista
alchemy_apothecary,Apothecary,Apothicaire,Apotheker,Apotheker,Boticario
alchemy_apprentice,Apprentice,Apprenti,Lehrling,Leerling,Aprendiz
alchemy_familiar,Familiar,Familier,Vertrauter,Oude bekende,Familiar
alchemy_golem,Golem,Golem,Golem,Golem,Gólem
alchemy_herbalist,Herbalist,Herboriste,Kräuterkundiger,Kruidenexpert,Herbalista
alchemy_philosophersstone,Philosopher's Stone,Pierre philosophale,Stein der Weisen,Steen der wijzen,Piedra Filosofal
alchemy_possession,Possession,Possession,Besessenheit,Bezeten,Posesión
alchemy_scryingpool,Scrying Pool,Bassin divinatoire,Vision,Visioen,Hidromancia
alchemy_transmute,Transmute,Transmutation,Verwandlung,Transformatie,Transmutar
alchemy_university,University,Université,Universität,Universiteit,Universidad
alchemy_vineyard,Vineyard,Vignoble,Weinberg,Wijnberg,Viñedo
card,en,fr,de,nl,es
allies_bauble,Bauble,Babiole,,,
allies_sycophant,Sycophant,Sycophante,,,
allies_townsfolk,Townsfolk,Citoyens,,,
allies_augurs,Augurs,Augures,,,
allies_clashes,Clashes,Affrontements,,,
allies_forts,Forts,Fortifications,,,
allies_importer,Importer,importateur,,,
allies_merchantcamp,Merchant Camp,Camp de Marchands,,,
allies_odysseys,Odysseys,Odyssées,,,
allies_sentinel,Sentinel,Guetteur,,,
allies_underling,Underling,Subalterne,,,
allies_wizards,Wizards,Magiciens,,,
allies_broker,Broker,Courtier,,,
allies_carpenter,Carpenter,Charpentière,,,
allies_courier,Courier,Courrier Rapide,,,
allies_innkeeper,Innkeeper,Aubergiste,,,
allies_royalgalley,Royal Galley,Galère Royale,,,
allies_town,Town,Bourg,,,
allies_barbarian,Barbarian,Barbare,,,
allies_capitalcity,Capital City,Capitale,,,
allies_contract,Contract,Contrat,,,
allies_emissary,Emissary,Émissaire,,,
allies_galleria,Galleria,Marché Couvert,,,
allies_guildmaster,Guildmaster,Maître de Guilde,,,
allies_highwayman,Highwayman,Bandit de Grand Chemin,,,
allies_hunter,Hunter,Chasseuse,,,
allies_modify,Modify,Modification,,,
allies_skirmisher,Skirmisher,Tirailleur,,,
allies_specialist,Specialist,Spécialiste,,,
allies_swap,Swap,Troc,,,
allies_marquis,Marquis,Marquis,,,
allies_ally_architectsguild,Architects' Guild,Guilde des Architectes,,,
allies_ally_bandofnomads,Band of Nomads,Bande de Nomades,,,
allies_ally_cavedwellers,Cave Dwellers,Troglodytes,,,
allies_ally_circleofwitches,Circle of Witches,Cercle des Sorcières,,,
allies_ally_citystate,City-state,Cité-État,,,
allies_ally_coastalhaven,Coastal Haven,Havre-Côtier,,,
allies_ally_craftersguild,Crafters' Guild,Guilde des Artisans,,,
allies_ally_desertguides,Desert Guides,Guides du Déserrt,,,
allies_ally_familyofinventors,Family of Inventors,Famille d'Inventeurs,,,
allies_ally_fellowshipofscribes,Fellowship of Scribes,Confrérie des Scribes,,,
allies_ally_forestdwellers,Forest Dwellers,Habitants des Forêts,,,
allies_ally_gangofpickpockets,Gang of Pickpockets,Détrousseurs,,,
allies_ally_islandfolk,Island Folk,Peuple des Îles,,,
allies_ally_leagueofbankers,League of Bankers,Ligue des Banquiers,,,
allies_ally_leagueofshopkeepers,League of Shopkeepers,Ligue des Commerçants,,,
allies_ally_markettowns,Market Towns,Villes Commerçantes,,,
allies_ally_mountainfolk,Mountain Folk,Montagnards,,,
allies_ally_orderofastrologers,Order of Astrologers,Ordre des Astrologues,,,
allies_ally_orderofmasons,Order of Masons,Ordre des Maçons,,,
allies_ally_peacefulcult,Peaceful Cult,Culte Pacifiuqe,,,
allies_ally_plateaushepherds,Plateau Shepherds,Bergers du Plateau,,,
allies_ally_trapperslodge,Trappers' Lodge,Cabane de Trappeurs,,,
allies_ally_woodworkersguild,Woodworkers' Guild,Guilde des Meunuisiers,,,
allies_augurstohidesplitcard,Augurs - to hide split card,Augures,,,
allies_herbgatherer,Herb Gatherer,Cueilleuse d'Herbes,,,
allies_acolyte,Acolyte,Acolyte,,,
allies_sorceress,Sorceress,Sorcière Maléfique,,,
allies_sibyl,Sibyl,Sibylle,,,
allies_clashestohidesplitcard,Clashes - to hide split card,Affrontements,,,
allies_battleplan,Battle Plan,Tactique,,,
allies_archer,Archer,Archère,,,
allies_warlord,Warlord,Seigneur de Guerre,,,
allies_territory,Territory,Teritoire,,,
allies_fortstohidesplitcard,Forts - to hide split card,Fortifications,,,
allies_tent,Tent,Tente,,,
allies_garrison,Garrison,Garnison,,,
allies_hillfort,Hill Fort,Fort de la Colline,,,
allies_stronghold,Stronghold,Bastion,,,
allies_odysseystohidesplitcard,Odysseys - to hide split card,Odyssées,,,
allies_oldmap,Old Map,Vieille Carte,,,
allies_voyage,Voyage,Voyage,,,
allies_sunkentreasure,Sunken Treasure,Trésor Englouti,,,
allies_distantshore,Distant Shore,Rivage Lointain,,,
allies_townsfolktohidesplitcard,Townsfolk - to hide split card,Citoyens,,,
allies_towncrier,Town Crier,Crieuse Publique,,,
allies_blacksmith,Blacksmith,Forgeur,,,
allies_miller,Miller,Meunier,,,
allies_elder,Elder,Aînée,,,
allies_wizardstohidesplitcard,Wizards - to hide split card,Magiciens,,,
allies_student,Student,Apprenti Magicien,,,
allies_conjurer,Conjurer,Illusioniste,,,
allies_sorcerer,Sorcerer,Sorcier,,,
allies_lich,Lich,Liche,,,
card,en,fr,de,nl,es
baseset2_harbinger,Harbinger,Présage,Vorbotin,Voorbode,Emisario
baseset2_merchant,Merchant,Marchand,Händlerin,Koopman,Tendera
baseset2_vassal,Vassal,Vassal,Vasall,Vazal,Vasallo
baseset2_poacher,Poacher,Braconnier,Wilddiebin,Wilddief,Cazadora
baseset2_bandit,Bandit,Brigand,Banditin,Bandiet,Bandida
baseset2_sentry,Sentry,Sentinelle,Torwächterin,Cipier,Protectora
baseset2_artisan,Artisan,Artisan,Töpferei,Ambachtsman,Artesana
baseset_adventurer,Adventurer,Aventurier,Abenteurer,Avonturier,Aventurero
baseset_bureaucrat,Bureaucrat,Bureaucrate,Bürokrat,Bureaucraat,Burócrata
baseset_cellar,Cellar,Cave,Keller,Kelder,Sótano
baseset_chancellor,Chancellor,Chancelier,Kanzler,Raadsheer,Canciller
baseset_chapel,Chapel,Chapelle,Kapelle,Kapel,Capilla
baseset_councilroom,Council Room,Chambre du conseil,Ratsversammlung,Raadszaal,Sala del Consejo
baseset_feast,Feast,Festin,Festmahl,Feest,Banquete
baseset_festival,Festival,Festival,Jahrmarkt,Festival,Festival
baseset_gardens,Gardens,Jardins,Gärten,Tuinen,Jardines
baseset_laboratory,Laboratory,Laboratoire,Laboratorium,Laboratorium,Laboratorio
baseset_library,Library,Bibliothèque,Bibliothek,Bibliotheek,Biblioteca
baseset_market,Market,Marché,Markt,Markt,Mercado
baseset_militia,Militia,Milice,Miliz,Militie,Milicia
baseset_mine,Mine,Mine,Mine,Mijn,Mina
baseset_moat,Moat,Douves,Burggraben,Slotgracht,Foso
baseset_moneylender,Moneylender,Prêteur sur gages,Geldverleiher,Geldschieter,Prestamista
baseset_remodel,Remodel,Rénovation,Umbau,Verbouwing,Remodelar
baseset_smithy,Smithy,Forgeron,Schmiede,Smidse,Herrería
baseset_spy,Spy,Espion,Spion,Spion,Espía
baseset_thief,Thief,Voleur,Dieb,Dief,Ladrón
baseset_throneroom,Throne Room,Salle du trône,Thronsaal,Troonzaal,Salón del Trono
baseset_village,Village,Village,Dorf,Dorp,Aldea
baseset_witch,Witch,Sorcière,Hexe,Heks,Bruja
baseset_woodcutter,Woodcutter,Bûcheron,Holzfäller,Houthakker,Leñadores
baseset_workshop,Workshop,Atelier,Werkstatt,Werkplaats,Taller
card,en,fr,de,nl,es
cornucopia_harvest,Harvest,Récolte,Ernte,Oogst,Cosecha
cornucopia_youngwitch,Young Witch,Jeune sorcière,Junge Hexe,Jonge heks,Bruja Joven
cornucopia_horsetraders,Horse Traders,Maquignons,Pferdehändler,Paardenhandelaars,Tratantes de Caballos
cornucopia_tournament,Tournament,Tournoi,Turnier,Toernooi,Torneo
cornucopia_hamlet,Hamlet,Hameau,Weiler,Gehucht,Caserío
cornucopia_jester,Jester,Bouffon,Harlekin,Nar,Bufón
cornucopia_fortuneteller,Fortune Teller,Diseuse de bonne aventure,Wahrsagerin,Waarzegster,Adivinadora
cornucopia_fairgrounds,Fairgrounds,Champ de foire,Festplatz,Kermisterrein,Recinto Ferial
cornucopia_hornofplenty,Horn of Plenty,Corne d'abondance,Füllhorn,Hoorn des overvloeds,Cornucopia
cornucopia_huntingparty,Hunting Party,Chasseurs,Treibjagd,Jachtgezelschap,Cacería
cornucopia_menagerie,Menagerie,Ménagerie,Menagerie,Menagerie,Colección de Animales
cornucopia_farmingvillage,Farming Village,Village agricole,Bauerndorf,Boerendorp,Poblado Agrícola
cornucopia_remake,Remake,Renouvellement,Nachbau,Nieuwe versie,Reconstrucción
cornucopia_bagofgold,Bag of Gold,Sac d'Or,,,
cornucopia_diadem,Diadem,Diadème,,,
cornucopia_followers,Followers,Partisans,,,
cornucopia_princess,Princess,Princesse,,,
cornucopia_trustysteed,Trusty Steed,Fidèle Destrier,,,

card,en,fr,de,nl,es
darkages_armory,Armory,Armurerie,Waffenkammer,Wapenkamer,Armría
darkages_vagrant,Vagrant,Vagabond,Landstreicher,Landloper,Vagabundo
darkages_catacombs,Catacombs,Catacombes,Katakomben,Gewelven,Catacumbas
darkages_count,Count,Comte,Graf,Graaf,Conde
darkages_knights,Knights,Chevaliers,Ritter,Ridders,Caballeros
darkages_fortress,Fortress,Forteresse,Festung,Vesting,Fortaleza
darkages_scavenger,Scavenger,Pilleur,Lumpensammler,Scharrelaar,Carroñero
darkages_marketsquare,Market Square,Place du marché,Marktplatz,Marktplein,Plaza del Mercado
darkages_urchin,Urchin,Orphelin,Gassenjunge,Straatjongen,Pillastre
darkages_rats,Rats,Rats,Ratten,Ratten,Ratas
darkages_sage,Sage,Sage,Weiser,Wijsgeer,Sabio
darkages_forager,Forager,Cueilleur,Mundraub,Jager-Verzamelaar,Merodeador
darkages_altar,Altar,Autel,Altar,Altaar,Altar
darkages_procession,Procession,Procession,Prozession,Optocht,Procesión
darkages_squire,Squire,Écuyer,Knappe,Schildknaap,Escudero
darkages_beggar,Beggar,Mendiant,Bettler,Bedelaar,Mendigo
darkages_poorhouse,Poor House,Hospice,Armenhaus,Armenhuis,Hospicio
darkages_deathcart,Death Cart,Charrette de cadavres,Leichenkarren,Dodenkar,Carro de los Muertos
darkages_wanderingminstrel,Wandering Minstrel,Ménestrel errant,Barde,Reizende Minstreel,Juglar
darkages_ironmonger,Ironmonger,Ferronnier,Eisenhändler,Metaalhandelaar,Ferretero
darkages_hermit,Hermit,Ermite,Eremit,Kluizenaar,Ermitaño
darkages_pillage,Pillage,Pillage,Raubzug,Plundering,Pillaje
darkages_mystic,Mystic,Mystique,Medium,Toverfeeks,Pitonisa
darkages_storeroom,Storeroom,Salle d'entreposage,Lagerraum,Berghok,Depósito
darkages_huntinggrounds,Hunting Grounds,Territoire de chasse,Jagdgründe,Jachtvelden,Coto de Caza
darkages_graverobber,Graverobber,Pilleur de tombes,Grabräuber,Grafrover,Ladrón de Tumbas
darkages_counterfeit,Counterfeit,Contrefaçon,Falschgeld,Vals Geld,Falsificación
darkages_cultist,Cultist,Cultiste,Kultist,Cultist,Sectario
darkages_rogue,Rogue,Bandit,Schurke,Schurk,Granuja
darkages_marauder,Marauder,Maraudeur,Marodeur,Stroper,Salteador
darkages_bandofmisfits,Band of Misfits,Malfaiteurs,Vogelfreie,Groep Mislukkelingen,Banda de Rufianes
darkages_junkdealer,Junk Dealer,Brocanteur,Schrotthändler,Opkoper,Chatarrero
darkages_feodum,Feodum,Fief,Lehen,Feodum,Feudo
darkages_rebuild,Rebuild,Reconstruction,Neubau,Wederopbouw,Reconstruir
darkages_banditcamp,Bandit Camp,Camp de bandits,Banditenlager,Bandietenkamp,Campamento de Bandidos
darkages_abandonedmine,Abandoned Mine,Mine abandonnée,,,
darkages_ruinedlibrary,Ruined Library,Bibliothèque en ruines,,,
darkages_ruinedmarket,Ruined Market,Marché en ruines,,,
darkages_ruinedvillage,Ruined Village,Village en ruines,,,
darkages_survivors,Survivors,rescapés,,,
darkages_madman,Madman,Fou,,,
darkages_mercenary,Mercenary,Mercenaire,,,
darkages_spoils,Spoils,Butin,,,
darkages_hovel,Hovel,Cabane,,,
darkages_necropolis,Necropolis,Nécropole,,,
darkages_overgrownestate,Overgrown Estate,Domaine luxuriant,,,
darkages_dameanna,Dame Anna,Dame Anna,,,
darkages_damejosephine,Dame Josephine,Dame Josephine,,,
darkages_damemolly,Dame Molly,Dame Molly,,,
darkages_damenatalie,Dame Natalie,Dame Natalie,,,
darkages_damesylvia,Dame Sylvia,Dame Sylvia,,,
darkages_sirbailey,Sir Bailey,Sir Bailey,,,
darkages_sirdestry,Sir Destry,Sir Destry,,,
darkages_sirmartin,Sir Martin,Sir Martin,,,
darkages_sirmichael,Sir Michael,Sir Michael,,,
darkages_sirvander,Sir Vander,Sir Vander,,,
card,en,fr,de,nl,es
empires_engineer,Engineer,Ingénieur,Ingenieurin,Ingenieur,Ingeniero
empires_cityquarter,City Quarter,Faubourg,Stadtviertel,Stadswijk,Suburbios
empires_overlord,Overlord,Seigneur,Lehnsherr,Despoot,Déspota
empires_royalblacksmith,Royal Blacksmith,Forgeron royal,Königlicher Schmied,Koninklijke smid,Herrero Real
empires_encampmentplunder,Encampment / Plunder,Camp / Saccage,Feldlager / Diebesgut,Kampement / Plunderen,Campamento / Saqueo
empires_patricianemporium,Patrician / Emporium,Patricien / Emporium,Patrizier / Handelsplatz,Patriciër / Emporium,Patricio / Emporio
empires_settlersbustlingvillage,Settlers / Bustling Village,Colons / Village en effervescence,Siedler / Emsiges Dorf,Kolonisten / Levendig dorp,Colonos / Aldea Bulliciosa
empires_castles,Castles,Châteaux,Schlösser,Kastelen,Castillos
empires_catapultrocks,Catapult / Rocks,Catapulte / Rocher,Katapult / Felsen,Katapult / Rotsblokken,Catapulta / Rocas
empires_chariotrace,Chariot Race,Course de chars,Wagenrennen,Strijdwagenrace,Carrera de Cuádrigas
empires_enchantress,Enchantress,Magicienne,Zauberin,Tovenares,Hechicera
empires_farmersmarket,Farmers Market,Marché agricole,Bauernmarkt,Boerenmarkt,Mercado Agrícola
empires_gladiatorfortune,Gladiator / Fortune,Gladiateur / Fortune,Gladiator / Reichtum,Gladiator / Fortuin,Gladiador / Fortuna
empires_sacrifice,Sacrifice,Sacrifice,Opfer,Offer,Sacrificio
empires_temple,Temple,Temple,Tempel,Tempel,Templo
empires_villa,Villa,Villa,Villa,Villa,Villa
empires_archive,Archive,Archives,Archiv,Archief,Archivo
empires_capital,Capital,Capital,Vermögen,Kapitaal,Capital
empires_charm,Charm,Sort,Zauber,Geluksbrenger,Fetiche
empires_crown,Crown,Couronne,Krone,Kroon,Corona
empires_forum,Forum,Forum,Forum,Forum,Foro
empires_groundskeeper,Groundskeeper,Jardinière,Gärtnerin,Kasteelhovenier,Jardinero
empires_legionary,Legionary,Légionnaire,Legionär,Legioensoldaat,Legionario
empires_wildhunt,Wild Hunt,Chasse fantastique,Wilde Jagd,Wilde jacht,Cacería Salvaje
empires_event_triumph,Triumph,Triomphe,Siegeszug,Triomf,Triunfo
empires_event_annex,Annex,Annexion,Schlacht,Overname,Anexión
empires_event_donate,Donate,Donation,Spende,Donatie,Donación
empires_event_advance,Advance,Adoubement,Aufstieg,Promotie,Promoción
empires_event_delve,Delve,Trouée,Erforschen,Delven,Excavación
empires_event_tax,Tax,Taxe,Steuer,Belasting,Impuesto
empires_event_banquet,Banquet,Banquet,Bankett,Banket,Banquete
empires_event_ritual,Ritual,Rituel,Ritual,Ritueel,Ritual
empires_event_salttheearth,Salt the Earth,Épandage de sel,Versalztes Land,Zout der aarde,Salar la Tierra
empires_event_wedding,Wedding,Mariage,Hochzeit,Bruiloft,Boda
empires_event_windfall,Windfall,Manne,Glüksfall,Meevaller,Golpe de Suerte
empires_event_conquest,Conquest,Conquête,Eroberung,Verovering,Conquista
empires_event_dominate,Dominate,Domination,Beherrschen,Overheersing,Dominación
empires_landmark_aqueduct,Aqueduct,Aqueduc,Aquädukt,Aquaduct,Acueducto
empires_landmark_arena,Arena,Arène,Arena,Arena,Arena
empires_landmark_banditfort,Bandit Fort,Fort des bandits,Räuberfestung,Bandietenfort,Fuerte Bandido
empires_landmark_basilica,Basilica,Basilique,Basilika,Basiliek,Basílica
empires_landmark_baths,Baths,Bains,Badehaus,Baden,Baños
empires_landmark_battlefield,Battlefield,Champ de bataille,Schlachtfeld,Slagveld,Campo de Batalla
empires_landmark_colonnade,Colonnade,Colonnade,Kolonnaden,Zuilengalerij,Columnata
empires_landmark_defiledshrine,Defiled Shrine,Profanation,Entweihter Schrein,Geschonden altaar,Santuario Profanado
empires_landmark_fountain,Fountain,Fontaine,Brunnen,Fontein,Fuente
empires_landmark_keep,Keep,Fort,Bollwerk,Hoofdtoren,Fuerte
empires_landmark_labyrinth,Labyrinth,Labyrinthe,Labyrinth,Labyrint,Laberinto
empires_landmark_mountainpass,Mountain Pass,Col,Gebirgspass,Bergpas,Desfiladero
empires_landmark_museum,Museum,Musée,Museum,Museum,Museo
empires_landmark_obelisk,Obelisk,Obélisque,Obelisk,Obelisk,Obelisco
empires_landmark_orchard,Orchard,Verger,Obstgarten,Boomgaard,Vergel
empires_landmark_palace,Palace,Palais,Palast,Paleis,Palacio
empires_landmark_tomb,Tomb,Tombe,Grabmal,Tombe,Tumba
empires_landmark_tower,Tower,Tour,Turm,Toren,Torre
empires_landmark_triumphalarch,Triumphal Arch,Arc de triomphe,Triumphbogen,Triomfboog,Arco del Triunfo
empires_landmark_wall,Wall,Remparts,Mauer,Muur,Muro
empires_landmark_wolfden,Wolf Den,Tanière des loups,Wolfsbau,Wolvenhol,Guarida de Lobos
empires_castlestohidesplitcard,Castles - to hide split card,Châteaux,,,
empires_humblecastle,Humble Castle,Château modeste,,,
empires_crumblingcastle,Crumbling Castle,Château délabré,,,
empires_smallcastle,Small Castle,Petit château,,,
empires_hauntedcastle,Haunted Castle,Château hanté,,,
empires_opulentcastle,Opulent Castle,Somptueux château,,,
empires_sprawlingcastle,Sprawling Castle,Château prospère,,,
empires_grandcastle,Grand Castle,Grand château,,,
empires_kingscastle,Kings Castle,Château royal,,,
empires_catapultrockstohidesplitcard,Catapult / Rocks - to hide split card,Catapulte/Rocher,,,
empires_catapult,Catapult,Catapulte,,,
empires_rocks,Rocks,Rocher,,,
empires_encampmentplundertohidesplitcard,Encampment / Plunder - to hide split card,Camp/Saccage,,,
empires_encampment,Encampment,Camp,,,
empires_plunder,Plunder,Saccage,,,
empires_patricianemporiumtohidesplitcard,Patrician / Emporium - to hide split card,Patricien/Emporium,,,
empires_patrician,Patrician,Patricien,,,
empires_emporium,Emporium,Emporium,,,
empires_settlersbustlingvillagetohidesplitcard,Settlers / Bustling Village - to hide split card,Colons/Village en effervescence,,,
empires_settlers,Settlers,Colons,,,
empires_bustlingvillage,Bustling Village,Village en effervescence,,,
empires_gladiatorfortunetohidesplitcard,Gladiator / Fortune - to hide split card,Gladiateur/Fortune,,,
empires_gladiator,Gladiator,Gladiateur,,,
empires_fortune,Fortune,Fortune,,,
card,en,fr,de,nl,es
guilds_advisor,Advisor,Conseiller,Berater,Adviseur,Asesor
guilds_baker,Baker,Boulanger,Bäcker,Bakker,Panadero
guilds_butcher,Butcher,Boucher,Metzger,Slager,Carnicero
guilds_candlestickmaker,Candlestick Maker,Cirier,Leuchtenmacher,Kandelaarmaker,Fabricante de Velas
guilds_doctor,Doctor,Médecin,Arzt,Arts,Doctor
guilds_herald,Herald,Héraut,Herold,Heraut,Heraldo
guilds_journeyman,Journeyman,Compagnon,Wandergeselle,Gezel,Oficial
guilds_masterpiece,Masterpiece,Chef-d'œuvre,Meisterstück,Meesterwerk,Obra Maestra
guilds_merchantguild,Merchant Guild,Guilde des marchands,Kaufmannsgilde,Koopmansgilde,Gremio Mercantil
guilds_plaza,Plaza,Place du village,Platz,Plaza,Plaza
guilds_soothsayer,Soothsayer,Devin,Hellseherin,Helderziende,Vidente
guilds_stonemason,Stonemason,Tailleur de pierre,Steinmetz,Steenhouwer,Cantero
guilds_taxman,Taxman,Percepteur,Steuereintreiber,Belastinginner,Recaudador
card,en,fr,de,nl,es
hinterlands_bordervillage,Border Village,Village frontalier,Grenzdorf,Grensdorp,Pueblo Fronterizo
hinterlands_foolsgold,Fool's Gold,Or des fous,Katzengold,Klatergoud,Oro Falso
hinterlands_trader,Trader,Troqueuse,Fahrender Händler,Handelaar,Comerciante
hinterlands_highway,Highway,Route,Fernstrasse,Hoofdweg,Carretera
hinterlands_silkroad,Silk Road,Route de la soie,Seidenstrasse,Zijderoute,Ruta de la Seda
hinterlands_illgottengains,Ill-Gotten Gains,Argent noir,Blutzoll,Gestolen goed,Dinero Sucio
hinterlands_embassy,Embassy,Ambassade,Botschaft,Ambassade,Embajada
hinterlands_nomadcamp,Nomad Camp,Campement nomade,Nomadencamp,Nomadenkamp,Campamento Nómada
hinterlands_spicemerchant,Spice Merchant,Marchand d'épices,Gewürzhändler,Specerijenkoopman,Mercader de Especias
hinterlands_oracle,Oracle,Oracle,Orakel,Orakel,Oráculo
hinterlands_cartographer,Cartographer,Cartographe,Kartograph,Cartograaf,Cartógrafo
hinterlands_farmland,Farmland,Terre agricole,Fruchtbares Land,Landbouwgrond,Tierra de Labranza
hinterlands_noblebrigand,Noble Brigand,Noble brigand,Edler Räuber,Nobele bandiet,Bandido Honrado
hinterlands_margrave,Margrave,Margrave,Markgraf,Markgraaf,Margrave
hinterlands_haggler,Haggler,Marchandeur,Feilscher,Sjacheraar,Regateador
hinterlands_scheme,Scheme,Complot,Komplott,Gekonkel,Confabulación
hinterlands_inn,Inn,Auberge,Gasthaus,Herberg,Posada
hinterlands_tunnel,Tunnel,Tunnel,Tunnel,Tunnel,Túnel
hinterlands_crossroads,Crossroads,Carrefour,Wegkreuzung,Splitsing,Encrucijada
hinterlands_develop,Develop,Développement,Aufbau,Ontwikkelen,Desarrollo
hinterlands_oasis,Oasis,Oasis,Oase,Oase,Oasis
hinterlands_mandarin,Mandarin,Mandarin,Mandarin,Mandarijn,Mandarín
hinterlands_cache,Cache,Cache,Schatztruhe,Bewaarplaats,Hallazgo
hinterlands_duchess,Duchess,Duchesse,Herzogin,Hertogin,Duquesa
hinterlands_stables,Stables,Écuries,Stallungen,Stallen,Caballerizas
hinterlands_jackofalltrades,Jack of All Trades,Touche-à-tout,Lebenskünstler,Manusje-van-alles,Chico para Todo
hinterlands2_trail,Trail,Sentier,,,
hinterlands2_weaver,Weaver,Tisserande,,,
hinterlands2_berserker,Berserker,Berserker,,,
hinterlands2_cauldron,Cauldron,Chaudron,,,
hinterlands2_guarddog,Guard Dog,Chien de Garde,,,
hinterlands2_nomads,Nomads,Nomades,,,
hinterlands2_souk,Souk,Souk,,,
hinterlands2_wheelwright,Wheelwright,Charronne,,,
hinterlands2_witchshut,Witch's Hut,Cabanne de Sorcière,,,
card,en,fr,de,nl,es
intrigue2_nobles,Nobles,Nobles,Adelige,Adel,Nobles
